5L8KA	AURKA_HUMAN	DFGinter	None	ADP	501	Type1
5L8JA	AURKA_HUMAN	DFGinter	None	ADP	501	Type1
5G1XA	AURKA_HUMAN	DFGin	BLAminus	ADP	1390	Type1
4CEGA	AURKA_HUMAN	DFGin	BLAminus	ADP	1392	Type1
5AAGA	AURKA_HUMAN	DFGin	ABAminus	6F2	1389	Type1
5AAFA	AURKA_HUMAN	DFGin	ABAminus	NL4	1001	Type1
5AAEA	AURKA_HUMAN	DFGin	None	7HD	1389	Type1
5AADA	AURKA_HUMAN	DFGin	BLAminus	5GX	1389	Type1
2J50B	AURKA_HUMAN	DFGinter	None	627	1390	Type1
2J50A	AURKA_HUMAN	DFGinter	None	627	1390	Type1
3W18B	AURKA_HUMAN	None	None	N13	501	Type1
3W18A	AURKA_HUMAN	None	None	N13	501	Type1
3W16A	AURKA_HUMAN	DFGinter	None	P9J	501	Type1
4O0WA	AURKA_HUMAN	DFGin	None	ADN	501	Type1
5LXMA	AURKA_HUMAN	DFGin	BLAminus	ADP	501	Type1
2XRUA	AURKA_HUMAN	DFGin	BLAminus	400	1389	Type1
1OL6A	AURKA_HUMAN	DFGin	BLAminus	ATP	1388	Type1
3NRMA	AURKA_HUMAN	DFGin	BLAminus	NRM	1	Type1
3QBNA	AURKA_HUMAN	None	None	E9Z	1	Type1
6HJKA	AURKA_HUMAN	DFGout	None	G7W	501	Type1.5_Front
6HJJA	AURKA_HUMAN	DFGinter	None	G7T	501	Type1.5_Front
3W10A	AURKA_HUMAN	DFGinter	None	RO9	501	Type1
4O0UA	AURKA_HUMAN	DFGin	None	ADN	501	Type1
2C6EB	AURKA_HUMAN	None	None	HPM	1388	Type1.5_Front
2C6EA	AURKA_HUMAN	DFGout	BBAminus	HPM	1389	Type1.5_Back
3M11A	AURKA_HUMAN	DFGin	BLAminus	AKI	1	Type1.5_Front
3K5UA	AURKA_HUMAN	DFGinter	None	PFQ	1001	Type1
4JBQA	AURKA_HUMAN	DFGinter	None	VX6	501	Type1
4JBPA	AURKA_HUMAN	DFGin	BLAminus	YPH	501	Type1.5_Front
4JBOA	AURKA_HUMAN	DFGin	BLAminus	WPH	501	Type1.5_Front
3FDNA	AURKA_HUMAN	DFGinter	None	MMH	1	Type1
3UP7A	AURKA_HUMAN	DFGin	BLAminus	0C9	1	Type1
3UP2A	AURKA_HUMAN	DFGin	ABAminus	0C8	1	Type1
3UOLB	AURKA_HUMAN	DFGinter	None	0C7	1	Type1
3UOLA	AURKA_HUMAN	DFGinter	None	0C7	2	Type1
3UOKB	AURKA_HUMAN	DFGinter	None	0C6	1	Type1
3UOKA	AURKA_HUMAN	DFGinter	None	0C6	2	Type1
3UOJB	AURKA_HUMAN	DFGinter	None	0C5	2	Type1
3UOJA	AURKA_HUMAN	DFGinter	None	0C5	1	Type1
3UOHB	AURKA_HUMAN	DFGinter	None	0C4	1	Type1
3UOHA	AURKA_HUMAN	DFGinter	None	0C4	2	Type1
3UODA	AURKA_HUMAN	DFGin	ABAminus	0C3	1	Type1
3UO6B	AURKA_HUMAN	DFGinter	None	0BY	2	Type1
3UO6A	AURKA_HUMAN	DFGinter	None	0BY	1	Type1
3UO5A	AURKA_HUMAN	DFGin	BLAminus	0BX	501	Type1
3UO4A	AURKA_HUMAN	DFGin	BLAminus	0C0	1	Type1
3UNZB	AURKA_HUMAN	DFGinter	None	0BZ	1	Type1
3UNZA	AURKA_HUMAN	DFGinter	None	0BZ	2	Type1
4J8MA	AURKA_HUMAN	DFGin	BLAplus	CJ5	501	Type1
4DEEA	AURKA_HUMAN	DFGin	BLAminus	ADP	503	Type1
4DEDA	AURKA_HUMAN	DFGin	BLAminus	NHU	501	Type1
4DEBA	AURKA_HUMAN	DFGin	BLAminus	NHJ	501	Type1
4DEAA	AURKA_HUMAN	DFGin	ABAminus	NHI	504	Type1
5ODTA	AURKA_HUMAN	DFGin	None	ADP	501	Type1
4UZDB	AURKA_HUMAN	DFGin	None	QMN	1390	Type1.5_Front
4UZDA	AURKA_HUMAN	DFGin	None	QMN	1389	Type1.5_Front
4JAJA	AURKA_HUMAN	DFGin	BLAminus	XU1	900	Type1
4JAIA	AURKA_HUMAN	DFGout	None	XU2	401	Type1
4UZHA	AURKA_HUMAN	DFGinter	None	JVE	1392	Type1
4UYNA	AURKA_HUMAN	DFGin	None	Y3M	1392	Type1.5_Front
3LAUA	AURKA_HUMAN	DFGinter	None	OFI	1	Type1
2C6DA	AURKA_HUMAN	DFGin	None	ANP	1391	Type1
2X81A	AURKA_HUMAN	None	None	ZZL	1389	Type1
3VAPA	AURKA_HUMAN	DFGin	BLAminus	0FY	1	Type1
2NP8A	AURKA_HUMAN	DFGin	ABAminus	CC3	394	Type1
3MYGA	AURKA_HUMAN	DFGin	BLAminus	EML	1	Type1
1MQ4A	AURKA_HUMAN	DFGin	BLAminus	ADP	2001	Type1
6C2TA	AURKA_HUMAN	DFGinter	None	EGJ	401	Type1
6C2RA	AURKA_HUMAN	DFGinter	None	EG7	404	Type1
5OBRA	AURKA_HUMAN	None	None	9QT	401	Allosteric
5OBRA	AURKA_HUMAN	None	None	SKE	402	Type1
5OBJA	AURKA_HUMAN	DFGin	None	ATP	404	Type1
5OBJA	AURKA_HUMAN	DFGin	None	9QK	405	Allosteric
5DNRA	AURKA_HUMAN	DFGin	BLAminus	ATP	403	Type1
5DN3A	AURKA_HUMAN	DFGin	BLAminus	5DN	402	Allosteric
5DN3A	AURKA_HUMAN	DFGin	BLAminus	ATP	404	Type1
5EW9A	AURKA_HUMAN	DFGinter	None	5VC	1000	Type1
3HA6A	AURKA_HUMAN	DFGin	BLAminus	2JZ	1	Type1
3E5AA	AURKA_HUMAN	DFGin	ABAminus	VX6	500	Type1
3DJ7A	AURKA_MOUSE	DFGin	BLAminus	AK7	1	Type1.5_Front
3DJ6A	AURKA_MOUSE	DFGin	None	AK6	1	Type1.5_Front
3DJ5A	AURKA_MOUSE	DFGin	None	AK5	1	Type1.5_Front
3D2KA	AURKA_MOUSE	DFGin	BLAminus	AK4	1	Type1.5_Front
3D2IA	AURKA_MOUSE	DFGin	BLAminus	AK3	1	Type1.5_Front
3D15A	AURKA_MOUSE	DFGin	BLAminus	AK2	1	Type1.5_Front
3D14A	AURKA_MOUSE	DFGin	BLAminus	AK1	1	Type1.5_Front
3O51A	AURKA_HUMAN	DFGout	None	LJF	1	Type1.5_Front
3O50B	AURKA_HUMAN	DFGinter	None	LJE	1	Type1.5_Front
3O50A	AURKA_HUMAN	DFGinter	None	LJE	1	Type1.5_Front
3EFWB	AURKA_HUMAN	DFGinter	None	AK8	404	Type1.5_Front
3EFWA	AURKA_HUMAN	DFGinter	None	AK8	404	Type1.5_Front
2XNEA	AURKA_HUMAN	DFGin	BLAminus	ASH	1389	Type1
2W1GA	AURKA_HUMAN	DFGin	BLAminus	L0G	1390	Type1
2W1FA	AURKA_HUMAN	DFGin	BLAminus	L0F	1390	Type1
2W1EA	AURKA_HUMAN	DFGin	BLAminus	L0E	1390	Type1
2W1DA	AURKA_HUMAN	DFGin	BLAminus	L0D	1391	Type1
2W1CA	AURKA_HUMAN	DFGin	BLAminus	L0C	1391	Type1
5OS5A	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OS5A	AURKA_HUMAN	DFGin	BLAminus	A8K	404	Allosteric
3DAJA	AURKA_MOUSE	DFGinter	None	FXG	1	Type1
5DT4A	AURKA_HUMAN	DFGin	BLAminus	5DN	402	Allosteric
5DT4A	AURKA_HUMAN	DFGin	BLAminus	ATP	403	Type1
5DT3A	AURKA_HUMAN	DFGin	BLAminus	ATP	403	Type1
5OSDA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OSDA	AURKA_HUMAN	DFGin	BLAminus	A9B	404	Allosteric
3COHB	AURKA_HUMAN	None	None	83H	2	Type1
3COHA	AURKA_HUMAN	None	None	83H	1	Type1
4PRJA	AURKA_HUMAN	DFGin	None	2VU	401	Type1
3P9JA	AURKA_HUMAN	DFGinter	None	P9J	1	Type1
3H10D	AURKA_HUMAN	DFGinter	None	97B	3	Type1
3H10B	AURKA_HUMAN	DFGinter	None	97B	2	Type1
3H10A	AURKA_HUMAN	DFGinter	None	97B	1	Type1
3H0ZC	AURKA_HUMAN	None	None	45B	1	Type1
3H0ZB	AURKA_HUMAN	None	None	45B	1	Type1
3H0ZA	AURKA_HUMAN	DFGin	None	45B	1	Type1
3H0YA	AURKA_HUMAN	DFGinter	None	48B	1	Type1
5OSFA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OSFA	AURKA_HUMAN	DFGin	BLAminus	A9E	404	Allosteric
5OSEA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OSEA	AURKA_HUMAN	DFGin	BLAminus	A98	404	Allosteric
5OS6A	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OS6A	AURKA_HUMAN	DFGin	BLAminus	A7Q	404	Allosteric
5OS4A	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OS4A	AURKA_HUMAN	DFGin	BLAminus	A8H	404	Allosteric
5OS3A	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OS3A	AURKA_HUMAN	DFGin	BLAminus	A7N	404	Allosteric
5OS2A	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OS2A	AURKA_HUMAN	DFGin	BLAminus	A7K	404	Allosteric
5OS1A	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OS1A	AURKA_HUMAN	DFGin	BLAminus	A7H	407	Allosteric
5OS0A	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OS0A	AURKA_HUMAN	DFGin	BLAminus	A6Z	404	Allosteric
5ORZA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORZA	AURKA_HUMAN	DFGin	BLAminus	A6W	407	Allosteric
5ORYA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORYA	AURKA_HUMAN	DFGin	BLAminus	AY4	406	Allosteric
5ORXA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORXA	AURKA_HUMAN	DFGin	BLAminus	A6H	404	Allosteric
5ORWA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORWA	AURKA_HUMAN	DFGin	BLAminus	A6E	404	Allosteric
5ORVA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORVA	AURKA_HUMAN	DFGin	BLAminus	A65	406	Allosteric
5ORTA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORTA	AURKA_HUMAN	DFGin	BLAminus	A5Z	406	Allosteric
5ORSA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORSA	AURKA_HUMAN	DFGin	BLAminus	A5W	404	Allosteric
5ORRA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORRA	AURKA_HUMAN	DFGin	BLAminus	A5Q	404	Allosteric
5ORPA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORPA	AURKA_HUMAN	DFGin	BLAminus	A5K	404	Allosteric
5OROA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5OROA	AURKA_HUMAN	DFGin	BLAminus	A5H	404	Allosteric
5ORNA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORNA	AURKA_HUMAN	DFGin	BLAminus	A5E	404	Allosteric
5ORLA	AURKA_HUMAN	DFGin	BLAminus	ADP	401	Type1
5ORLA	AURKA_HUMAN	DFGin	BLAminus	A4W	407	Allosteric
5DT0A	AURKA_HUMAN	DFGin	ABAminus	SKE	401	Type1
5DRDA	AURKA_HUMAN	DFGin	BLAminus	ATP	402	Type1
5DR9A	AURKA_HUMAN	DFGin	BLAminus	SKE	401	Type1
5DR9A	AURKA_HUMAN	DFGin	BLAminus	5E2	402	Allosteric
5DR6A	AURKA_HUMAN	DFGin	ABAminus	5E1	401	Allosteric
5DR6A	AURKA_HUMAN	DFGin	ABAminus	SKE	402	Type1
5DR2A	AURKA_HUMAN	DFGin	BLAminus	5E1	401	Allosteric
5DR2A	AURKA_HUMAN	DFGin	BLAminus	ATP	403	Type1
5DPVA	AURKA_HUMAN	DFGin	ABAminus	5DN	401	Allosteric
5DPVA	AURKA_HUMAN	DFGin	ABAminus	SKE	402	Type1
5DOSA	AURKA_HUMAN	DFGin	BLAminus	5DN	402	Allosteric
5DOSA	AURKA_HUMAN	DFGin	BLAminus	ATP	403	Type1
3R22A	AURKA_HUMAN	DFGinter	None	D37	1	Type1
3R21A	AURKA_HUMAN	DFGin	BLAminus	D36	1	Type1
4DHFB	AURKA_HUMAN	DFGin	None	0K6	401	Type1
4DHFA	AURKA_HUMAN	DFGin	None	0K6	401	Type1
3W2CG	AURKA_HUMAN	None	None	N15	401	Type1.5_Back
3W2CE	AURKA_HUMAN	None	None	N15	401	Type1
3W2CC	AURKA_HUMAN	None	None	N15	401	Type1
3W2CA	AURKA_HUMAN	None	None	N15	401	Type1.5_Back
2WQEA	AURKA_HUMAN	None	None	ADP	1389	Type1
2WQEA	AURKA_HUMAN	None	None	ADP	1390	Type1
2WQEA	AURKA_HUMAN	None	None	ADP	1391	Type1
2GNIA	KAPCA_BOVIN	DFGin	ABAminus	M77	601	Type1
2GNHA	KAPCA_BOVIN	DFGin	ABAminus	H52	501	Type1
2GNHA	KAPCA_BOVIN	DFGin	ABAminus	H52	502	Allosteric
2GNFA	KAPCA_BOVIN	DFGin	BLAminus	Y27	501	Type1
3MVJE	KAPCA_HUMAN	DFGin	BLAminus	XFE	351	Type1
3MVJA	KAPCA_HUMAN	DFGin	BLAminus	XFE	351	Type1
5ES1A	MARK4_HUMAN	DFGin	None	5RC	4000	Type1
5EAKB	MARK2_HUMAN	DFGin	ABAminus	24R	1000	Type1
5EAKA	MARK2_HUMAN	DFGin	BLAminus	24R	1000	Type1
4DG3E	KAPCA_MOUSE	DFGin	BLAminus	ANP	401	Type1
6C0UA	KAPCA_HUMAN	DFGin	BLAminus	EE4	400	Type1
3L9NA	KAPCA_HUMAN	DFGin	BLAminus	L9N	351	Type1
3L9MB	KAPCA_HUMAN	DFGin	BLAminus	L9M	351	Type1
3L9MA	KAPCA_HUMAN	DFGin	BLAminus	L9M	351	Type1
2GNLA	KAPCA_BOVIN	DFGin	BLAminus	H52	501	Type1
2GNJA	KAPCA_BOVIN	DFGin	BLAminus	Y27	501	Type1
5N23A	KAPCA_HUMAN	DFGin	BLAminus	35R	401	Type1
4Z84A	KAPCA_BOVIN	DFGin	BLAminus	NVX	401	Type1
5KZ8B	MARK2_HUMAN	DFGin	None	6Z5	401	Type1
5KZ8A	MARK2_HUMAN	DFGin	None	6Z5	401	Type1
5KZ7B	MARK2_HUMAN	None	None	6Z2	401	Type1
5KZ7A	MARK2_HUMAN	DFGin	None	6Z2	401	Type1
1XH9A	KAPCA_BOVIN	DFGin	BLAminus	R69	351	Type1.5_Front
3VQHA	KAPCA_HUMAN	DFGin	BLAminus	IQB	401	Type1
5UZKA	KAPCA_HUMAN	DFGin	BLAminus	504	401	Type1
4UJBA	KAPCA_HUMAN	DFGin	BLAminus	8BQ	1351	Type1
4UJAA	KAPCA_HUMAN	DFGin	BLAminus	4L7	1351	Type1
4UJ9A	KAPCA_HUMAN	DFGin	BLAminus	S3N	1351	Type1
4UJ2A	KAPCA_HUMAN	DFGin	BLAminus	NVV	1351	Type1
4UJ1A	KAPCA_HUMAN	DFGin	BLAminus	NVX	1351	Type1
6QJ7A	KAPCA_HUMAN	DFGin	BLAminus	J4B	401	Type1
3POOA	KAPCA_HUMAN	DFGin	BLAminus	S69	2001	Type1
3P0MA	KAPCA_HUMAN	DFGin	BLAminus	4SB	351	Type1
3OXTA	KAPCA_HUMAN	DFGin	BLAminus	3SB	2001	Type1
3OWPA	KAPCA_HUMAN	DFGin	BLAminus	2SB	2001	Type1
3OVVA	KAPCA_HUMAN	DFGin	BLAminus	1SB	2001	Type1
3OOGA	KAPCA_HUMAN	DFGin	BLAminus	YTP	2001	Type1
3L9LB	KAPCA_HUMAN	DFGin	BLAminus	L9L	351	Type1
3L9LA	KAPCA_HUMAN	DFGin	BLAminus	L9L	351	Type1
5J5XA	KAPCA_HUMAN	DFGin	BLAminus	6J9	404	Allosteric
5IZJB	KAPCA_HUMAN	DFGin	BLAminus	6J9	413	Allosteric
5IZJA	KAPCA_HUMAN	DFGin	BLAminus	6J9	414	Allosteric
5BX7A	KAPCA_HUMAN	DFGin	BLAminus	4W1	401	Type1
5BX6A	KAPCA_HUMAN	DFGin	BLAminus	495	401	Type1
3AGLB	KAPCA_HUMAN	DFGin	BLAminus	A03	351	Type1
3AGLA	KAPCA_HUMAN	DFGin	BLAminus	A03	351	Type1
4FIEB	PAK4_HUMAN	DFGin	BLAminus	ANP	1001	Type1
4FIEA	PAK4_HUMAN	DFGin	BLAminus	ANP	1001	Type1
4Z83E	KAPCA_BOVIN	DFGin	BLAminus	4L7	401	Type1
4Z83E	KAPCA_BOVIN	DFGin	BLAminus	4L7	402	Allosteric
1SZMB	KAPCA_BOVIN	DFGin	ABAminus	BI4	351	Type1
1SZMA	KAPCA_BOVIN	DFGin	BLAminus	BI4	351	Type1
3ZO4A	KAPCA_BOVIN	DFGin	BLAminus	QWI	1352	Type1
3ZO3A	KAPCA_BOVIN	DFGin	ABAminus	QNI	1351	Type1
3ZO2A	KAPCA_BOVIN	DFGin	ABAminus	15I	1351	Type1
3ZO1A	KAPCA_BOVIN	DFGin	BLAminus	SIJ	1351	Type1
2VO7A	KAPCA_BOVIN	DFGin	BLAminus	M05	1351	Allosteric
2VO7A	KAPCA_BOVIN	DFGin	BLAminus	M05	1352	Type1
5VIBA	KAPCA_BOVIN	DFGin	ABAminus	9D1	401	Type1
5VI9A	KAPCA_BOVIN	DFGin	ABAminus	9D4	401	Type1
5VHBA	KAPCA_BOVIN	DFGin	BLAminus	9CY	401	Type1
2OJFE	KAPCA_BOVIN	DFGin	BLAminus	4PY	1000	Type1
2OH0E	KAPCA_BOVIN	DFGin	BLAminus	2PY	351	Type1
2JDSA	KAPCA_BOVIN	DFGin	BLAminus	L20	1351	Type1
4IE9A	KAPCA_BOVIN	DFGin	BLAminus	PZX	401	Type1
2F7ZE	KAPCA_BOVIN	DFGin	BLAminus	6EA	1000	Type1
2F7XE	KAPCA_BOVIN	DFGin	BLAminus	4EA	351	Type1
2F7EE	KAPCA_BOVIN	DFGin	BLAminus	2EA	351	Type1
6E9LA	KAPCA_BOVIN	DFGin	BLAminus	J0P	401	Type1
6E99A	KAPCA_BOVIN	DFGin	BLAminus	J0G	601	Type1
2C1BA	KAPCA_BOVIN	DFGin	BLAminus	CQP	1351	Type1
2C1AA	KAPCA_BOVIN	DFGin	BLAminus	I5S	1351	Type1
3AG9B	KAPCA_BOVIN	DFGin	BLAminus	A02	351	Type1
1CDKB	KAPCA_PIG	DFGin	BLAminus	ANP	400	Type1
1CDKA	KAPCA_PIG	DFGin	BLAminus	ANP	400	Type1
4WB6B	KAPCA_HUMAN	DFGin	BLAminus	ATP	401	Type1
4WB6A	KAPCA_HUMAN	DFGin	BLAminus	ATP	401	Type1
4WB5A	KAPCA_HUMAN	DFGin	BLAminus	ATP	401	Type1
6NO7G	KAPCA_HUMAN	DFGin	BLAminus	ATP	403	Type1
6NO7E	KAPCA_HUMAN	DFGin	BLAminus	ATP	403	Type1
2ERZE	KAPCA_MOUSE	DFGin	BLAminus	HFS	351	Type1
3X2WA	KAPCA_MOUSE	DFGin	BLAminus	ATP	403	Type1
3X2VA	KAPCA_MOUSE	DFGin	BLAminus	ATP	403	Type1
3X2UA	KAPCA_MOUSE	DFGin	BLAminus	ATP	501	Type1
3AQVA	AAPK2_HUMAN	None	None	TAK	1	Type1
2VO6A	KAPCA_BOVIN	DFGin	BLAminus	M05	1352	Type1
2VO3A	KAPCA_BOVIN	DFGin	BLAminus	M04	1352	Type1
2VO0A	KAPCA_BOVIN	DFGin	BLAminus	M03	1354	Type1
2VO0A	KAPCA_BOVIN	DFGin	BLAminus	M03	1355	Allosteric
2VNYA	KAPCA_BOVIN	DFGin	BLAminus	M02	1351	Type1
2VNWA	KAPCA_BOVIN	DFGin	BLAminus	M01	1351	Type1
2UW8A	KAPCA_BOVIN	DFGin	BLAminus	GVQ	1351	Type1
2UW7A	KAPCA_BOVIN	DFGin	BLAminus	GVP	1351	Type1
2UW6A	KAPCA_BOVIN	DFGin	BLAminus	GVO	1351	Type1
2UW5A	KAPCA_BOVIN	DFGin	BLAminus	GVN	1351	Type1
2UW4A	KAPCA_BOVIN	DFGin	BLAminus	L15	1351	Type1
2UW3A	KAPCA_BOVIN	DFGin	BLAminus	GVG	1351	Type1
2UW0A	KAPCA_BOVIN	DFGin	BLAminus	GVK	1351	Type1
2UVZA	KAPCA_BOVIN	DFGin	BLAminus	GVJ	1351	Type1
2UVYA	KAPCA_BOVIN	DFGin	BLAminus	GVI	1351	Type1
2UVXA	KAPCA_BOVIN	DFGin	BLAminus	GVH	1351	Type1
2JDVA	KAPCA_BOVIN	DFGin	BLAminus	L20	1351	Type1
2JDTA	KAPCA_BOVIN	DFGin	BLAminus	I5S	1351	Type1
6FRXA	KAPCA_HUMAN	DFGin	BLAminus	E3Z	401	Type1
4AXAA	KAPCA_BOVIN	DFGin	ABAminus	RKD	1351	Type1
3AMBA	KAPCA_HUMAN	DFGin	ABAminus	VX6	351	Type1
3AMAA	KAPCA_HUMAN	DFGin	BLAminus	SKE	351	Type1
4X6RA	KAPCA_MOUSE	DFGin	BLAminus	ATP	402	Type1
4NTTB	KAPCA_MOUSE	DFGin	ABAminus	ADP	401	Type1
4NTTA	KAPCA_MOUSE	DFGin	None	ADP	401	Type1
4DFXE	KAPCA_MOUSE	DFGin	BLAminus	ANP	402	Type1
1XH8A	KAPCA_BOVIN	DFGin	BLAminus	R55	351	Type1
1XH7A	KAPCA_BOVIN	DFGin	BLAminus	R96	351	Type1
1XH6A	KAPCA_BOVIN	DFGin	BLAminus	R94	351	Type1
1XH5A	KAPCA_BOVIN	DFGin	BLAminus	R68	1001	Type1
1XH4A	KAPCA_BOVIN	DFGin	BLAminus	R69	351	Type1
1VEBA	KAPCA_BOVIN	DFGin	BLAminus	I05	351	Type1
1SVHA	KAPCA_BOVIN	DFGin	BLAminus	I08	351	Type1.5_Front
1SVGA	KAPCA_BOVIN	DFGin	BLAminus	I04	351	Type1
1SVEA	KAPCA_BOVIN	DFGin	BLAminus	I01	351	Type1
1STCE	KAPCA_BOVIN	DFGin	ABAminus	STU	351	Type1
1Q8WA	KAPCA_BOVIN	DFGin	BLAminus	M77	960	Type1
1Q8UA	KAPCA_BOVIN	DFGin	BLAminus	H52	961	Type1
1Q8UA	KAPCA_BOVIN	DFGin	BLAminus	H52	962	Allosteric
1Q8TA	KAPCA_BOVIN	DFGin	BLAminus	Y27	930	Type1
3KKVA	KAPCA_BOVIN	DFGin	BLAminus	B99	351	Type1
4IJ9A	KAPCA_BOVIN	DFGin	BLAminus	PTV	401	Type1
3E8EP	KAPCA_BOVIN	DFGin	BLAminus	G98	351	Type1.5_Back
3E8EL	KAPCA_BOVIN	DFGin	BLAminus	G98	351	Type1.5_Back
3E8EI	KAPCA_BOVIN	DFGin	BLAminus	G98	351	Type1.5_Back
3E8EE	KAPCA_BOVIN	DFGin	BLAminus	G98	351	Type1.5_Back
3E8EB	KAPCA_BOVIN	DFGin	BLAminus	G98	351	Type1.5_Back
3E8EA	KAPCA_BOVIN	DFGin	BLAminus	G98	351	Type1.5_Back
3E8CF	KAPCA_BOVIN	DFGin	BLAminus	G96	351	Type1.5_Back
3E8CE	KAPCA_BOVIN	DFGin	BLAminus	G96	351	Type1.5_Back
